商品名稱A,商品名稱B,網頁A,價格A,網頁B,價格B,搜尋詞,label
【第一石鹼】馬桶清潔劑 500Ml*6入,"第一石鹼 馬桶清潔劑, 500ml, 4瓶",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC-%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91-331989366325248?itemId=331989366308864&vendorItemId=331989366292480&sourceType=search&rank=&searchId=d05854a1276740bcbeb46962416b4f8a&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,$113,第一石鹼 馬桶清潔劑 500mlx2入,x
【第一石鹼】馬桶清潔劑 500Ml*6入,"Kao 花王 Magiclean 魔術靈 馬桶殺菌瞬潔清潔劑 檸檬香, 500ml, 5瓶",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/Kao-%E8%8A%B1%E7%8E%8B-Magiclean-%E9%AD%94%E8%A1%93%E9%9D%88-%E9%A6%AC%E6%A1%B6%E6%AE%BA%E8%8F%8C%E7%9E%AC%E6%BD%94%E6%B8%85%E6%BD%94%E5%8A%91-%E6%AA%B8%E6%AA%AC%E9%A6%99-258390416670728?itemId=260202590863412&vendorItemId=260201701687327&sourceType=search&rank=19&searchId=9ddbc7c3084845699e99f05fa78c8823&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,$260,第一石鹼 馬桶清潔劑 500mlx2入,x
【第一石鹼】馬桶清潔劑 500Ml*6入,"Frohdachs One Q 多功能泡沫清潔劑 水管馬桶清潔劑, 1個, 1kg",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/Frohdachs-One-Q-%E5%A4%9A%E5%8A%9F%E8%83%BD%E6%B3%A1%E6%B2%AB%E6%B8%85%E6%BD%94%E5%8A%91-%E6%B0%B4%E7%AE%A1%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91-21007972061751?itemId=21022085436885&vendorItemId=21089132480180&sourceType=search&rank=20&searchId=c52767065e0d4f29a23da755f57c366c&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,$281,第一石鹼 馬桶清潔劑 500mlx2入,x
【第一石鹼】馬桶清潔劑 500Ml*6入,"Kao 花王 Magiclean 魔術靈 馬桶清潔劑 噴槍瓶裝 強力消臭清潔 高密著泡泡 草本消臭, 500ml, 3瓶",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/Kao-%E8%8A%B1%E7%8E%8B-Magiclean-%E9%AD%94%E8%A1%93%E9%9D%88-%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91-%E5%99%B4%E6%A7%8D%E7%93%B6%E8%A3%9D-%E5%BC%B7%E5%8A%9B%E6%B6%88%E8%87%AD%E6%B8%85%E6%BD%94-%E9%AB%98%E5%AF%86%E8%91%97%E6%B3%A1%E6%B3%A1-%E8%8D%89%E6%9C%AC%E6%B6%88%E8%87%AD-263512202919940?itemId=272591977660417&vendorItemId=272593026269188&sourceType=search&rank=16&searchId=e2d74b6bb4ce4917b785e0e94ff9d069&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,$230,第一石鹼 馬桶清潔劑 500mlx2入,x
【第一石鹼】馬桶清潔劑 500Ml*6入,"第一石鹼 馬桶清潔劑, 500ml, 4瓶",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC-%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91-331989366325248?itemId=331989366308864&vendorItemId=331989366292480&sourceType=search&rank=&searchId=d05854a1276740bcbeb46962416b4f8a&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,$113,第一石鹼 馬桶清潔劑 500mlx2入,x
【第一石鹼】馬桶清潔劑 500Ml*6入,"第一石鹼 馬桶清潔劑, 日本版, 500ml, 48瓶",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC-%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91-154041044680706?itemId=425897190473740&vendorItemId=425897190457353&sourceType=search&rank=6&searchId=d05854a1276740bcbeb46962416b4f8a&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,"$1,357",第一石鹼 馬桶清潔劑 500mlx2入,x
【第一石鹼】馬桶清潔劑 500Ml*6入,"第一石鹼 馬桶清潔劑, 500ml, 8瓶",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC-%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91-331989366325248?itemId=344669607133185&vendorItemId=344669602955265&sourceType=search&rank=8&searchId=d05854a1276740bcbeb46962416b4f8a&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,$226,第一石鹼 馬桶清潔劑 500mlx2入,x
【第一石鹼】馬桶清潔劑 500Ml*6入,"小林製藥 馬桶除臭凝膠條裝 補充 23RN Super柑橘 28g 3入, 1組",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/%E5%B0%8F%E6%9E%97%E8%A3%BD%E8%97%A5-%E9%A6%AC%E6%A1%B6%E9%99%A4%E8%87%AD%E5%87%9D%E8%86%A0%E6%A2%9D%E8%A3%9D-%E8%A3%9C%E5%85%85-23RN-Super%E6%9F%91%E6%A9%98-28g-3%E5%85%A5-466436279451648?itemId=466436279468032&vendorItemId=466436275273744&sourceType=search&rank=11&searchId=484a016321ef4e25a521c152d7e82dc5&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,$119,第一石鹼 馬桶清潔劑 500mlx2入,x
【第一石鹼】馬桶清潔劑 500Ml*6入,"第一石鹼 馬桶清潔劑, 500ml, 4瓶",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC-%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91-331989366325248?itemId=331989366308864&vendorItemId=331989366292480&sourceType=search&rank=&searchId=d05854a1276740bcbeb46962416b4f8a&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,$113,第一石鹼 馬桶清潔劑 500mlx2入,x
【第一石鹼】馬桶清潔劑 500Ml*6入,"Kao 花王 Magiclean 魔術靈 高密泡馬桶清潔劑 柑橘消臭 噴槍式, 500ml, 5瓶",https://m.momoshop.com.tw/search.momo?curPage=1&searchKeyword=第一石鹼 馬桶清潔劑 500mlx2入,249,https://www.tw.coupang.com/products/Kao-%E8%8A%B1%E7%8E%8B-Magiclean-%E9%AD%94%E8%A1%93%E9%9D%88-%E9%AB%98%E5%AF%86%E6%B3%A1%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91-%E6%9F%91%E6%A9%98%E6%B6%88%E8%87%AD-%E5%99%B4%E6%A7%8D%E5%BC%8F-263513108873220?itemId=382056009777155&vendorItemId=382056009760768&sourceType=search&rank=16&searchId=9ddbc7c3084845699e99f05fa78c8823&q=%E7%AC%AC%E4%B8%80%E7%9F%B3%E9%B9%BC%20%E9%A6%AC%E6%A1%B6%E6%B8%85%E6%BD%94%E5%8A%91%20500mlx2%E5%85%A5,$350,第一石鹼 馬桶清潔劑 500mlx2入,x
